PWP-0.25m,Normalized CAT-RMS,PVP-0.50m,Normalized CAT-RMS,PVP-0.75m,Normalized CAT-RMS
x1,y1,x2,y2,x3,y3
0.04312,0,0.013,0,0.00433,0
0.04259,0,0.01291,0,0.00439,0
0.04226,0,0.01297,0,0.00465,0
0.04242,0,0.01311,0,0.00513,0
0.04264,0,0.01379,0,0.00478,0
0.04256,0,0.01324,0,0.00496,0
0.04319,0,0.01321,0,0.00447,0
0.04322,0,0.01359,0,0.00434,0
0.04262,0,0.01359,0,0.00422,0
0.04295,0,0.01377,0,0.00408,0
0.04247,0,0.01291,0,0.00451,0
0.04301,0,0.01362,0,0.00432,0
0.04306,0,0.01389,0,0.00431,0
0.04355,0,0.01342,0,0.0042,0
0.04292,0,0.01284,0,0.00452,0
0.04312,0,0.01301,0,0.00464,0
0.04308,0,0.01287,0,0.00504,0
0.04299,0,0.01328,0,0.00503,0
0.04291,0,0.01305,0,0.00461,0
0.04314,0,0.01298,0,0.00455,0
0.04324,0,0.01343,0,0.00392,0
0.04262,0,0.01338,0,0.00426,0
0.04316,0,0.01314,0,0.0042,0
0.04255,0,0.01299,0,0.00421,0
0.04222,0,0.0129,0,0.00402,0
0.04335,0,0.01295,0,0.00303,0
0.04293,0,0.01291,0,0.00377,0
0.0429,0,0.01269,0,0.00421,0
0.0424,0,0.01262,0,0.00414,0
0.04239,0,0.01287,0,0.00377,0
0.04305,0,0.01282,0,0.0036,0
0.04326,0,0.01253,0,0.00376,0
0.04312,0,0.0125,0,0.00404,0
0.04315,0,0.01244,0,0.00455,0
0.04322,0,0.0132,0,0.00434,0
0.04352,0,0.013,0,0.00452,0
0.04367,0,0.01313,0,0.00462,0
0.04361,0,0.01314,0,0.00511,0
0.04305,0,0.01316,0,0.00502,0
0.04308,0,0.0136,0,0.00462,0
0.04351,0,0.01342,0,0.00487,0
0.04328,0,0.01355,0,0.0054,0
0.04344,0,0.01307,0,0.00516,0
0.04288,0,0.01326,0,0.00489,0
0.04275,0,0.01276,0,0.00476,0
0.04265,0,0.01296,0,0.0045,0
0.04254,0,0.01277,0,0.00435,0
0.04315,0,0.01306,0,0.00422,0
0.04296,0,0.01322,0,0.00428,0
0.04314,0,0.0135,0,0.0043,0
0.04325,0,0.01348,0,0.00462,0
0.04354,0,0.01338,0,0.00483,0
0.04353,0,0.01369,0,0.00469,0
0.04335,0,0.01304,0,0.00463,0
0.04324,0,0.0129,0,0.00413,0
0.04337,0,0.01279,0,0.00445,0
0.0432,0,0.01254,0,0.00448,0
0.04329,0,0.0124,0,0.00503,0
0.04329,0,0.01271,0,0.00494,0
0.04376,0,0.0126,0,0.00533,0
0.04362,0,0.01302,0,0.00539,0
0.04387,0,0.01319,0,0.00543,0
0.04351,0,0.01299,0,0.00563,0
0.04353,0,0.01342,0,0.00538,0
0.04385,0,0.0134,0,0.00525,0
0.04345,0,0.01318,0,0.00532,0
0.04358,0,0.01332,0,0.00501,0
0.04327,0,0.01338,0,0.00546,0
0.04329,0,0.01312,0,0.00527,0
0.04323,0,0.01299,0,0.00507,0
0.04319,0,0.01337,0,0.00531,0
0.04303,0,0.01326,0,0.00484,0
0.04301,0,0.01298,0,0.00472,0
0.04332,0,0.01294,0,0.00421,0
0.04286,0,0.01301,0,0.00432,0
0.04301,0,0.01282,0,0.00428,0
0.04269,0,0.01258,0,0.00424,0
0.04259,0,0.01292,0,0.00393,0
0.04257,0,0.01278,0,0.00361,0
0.04262,0,0.0121,0,0.00373,0
0.04284,0,0.01218,0,0.00359,0
0.04234,0,0.01237,0,0.00326,0
0.04253,0,0.01245,0,0.00263,0
0.04266,0,0.0124,0,0.00299,0
0.04246,0,0.01267,0,0.00247,0
0.04173,0,0.01282,0,0.00193,0
