Time,Ch240-242,Ch245-247,Ch250-252,Ch255-257
13:00.4,0.000189447,7.946878e-06,-0.000288658,-0.0008725
13:01.4,0.000190079,1.8170218e-07,-0.000293793,-0.000871967
13:02.4,0.000191444,-0.00000696,-0.000294658,-0.000864023
13:03.4,0.000193607,-0.0000127,-0.000290633,-0.000851714
13:04.4,0.00019568,-0.0000171,-0.000282438,-0.000840239
13:05.4,0.000196001,-0.0000215,-0.000272897,-0.000833663
13:06.4,0.000193485,-0.0000265,-0.000265908,-0.000832952
13:07.4,0.000188758,-0.0000319,-0.000264248,-0.000836937
13:08.4,0.000182781,-0.0000369,-0.00026711,-0.000843297
13:09.4,0.000175912,-0.0000404,-0.000272605,-0.000850332
13:10.4,0.000168152,-0.0000421,-0.000279077,-0.00085869
13:11.4,0.000159689,-0.000042,-0.000284742,-0.000869857
13:12.4,0.000150866,-0.0000407,-0.000287303,-0.000885949
13:13.4,0.00014231,-0.000039,-0.000285019,-0.000909213
13:14.4,0.000135503,-0.0000375,-0.000278733,-0.000938462
13:15.4,0.000132783,-0.0000372,-0.000270974,-0.000967341
13:16.4,0.000135146,-0.0000392,-0.000263489,-0.000989331
13:17.4,0.000141404,-0.000044,-0.00025673,-0.001002424
13:18.4,0.000149733,-0.0000495,-0.000251767,-0.001009097
13:19.4,0.00015857,-0.0000543,-0.000249575,-0.001013003
13:20.4,0.000166567,-0.0000573,-0.000248923,-0.001017416
13:21.4,0.000172073,-0.0000582,-0.000247988,-0.001025112
13:22.4,0.000174038,-0.0000568,-0.00024786,-0.001037679
13:23.4,0.000173471,-0.0000526,-0.0002514,-0.001053256
13:24.4,0.000171985,-0.0000461,-0.000260791,-0.001068227
13:25.4,0.000170737,-0.0000381,-0.00027559,-0.001079957
13:26.4,0.000169306,-0.0000309,-0.000292951,-0.001087744
13:27.4,0.000166404,-0.0000253,-0.000309087,-0.001092887
13:28.4,0.00016157,-0.0000201,-0.00032204,-0.001096685
13:29.4,0.000155913,-0.0000149,-0.000332944,-0.001099533
13:30.4,0.000151293,-0.00000978,-0.000342703,-0.00110232
13:31.3,0.000148898,-0.00000527,-0.000351103,-0.001106477
13:32.3,0.000148004,-0.00000221,-0.000358293,-0.00111171
13:33.3,0.000146172,-0.000000424,-0.000365116,-0.001117518
13:34.3,0.000141917,1.197685e-06,-0.000372077,-0.001123374
13:35.3,0.000134569,3.9917063e-06,-0.000377719,-0.001128153
13:36.3,0.000124963,8.496774e-06,-0.000380681,-0.001131604
13:37.3,0.000115177,1.3533795e-05,-0.000381181,-0.001133461
13:38.3,0.000108084,1.7063205e-05,-0.000379973,-0.001132397
13:39.3,0.000106091,1.701971e-05,-0.000377214,-0.001127071
13:40.3,0.000109972,1.2202942e-05,-0.000373571,-0.001117695
13:41.3,0.000118876,3.0242177e-06,-0.000370645,-0.00110662
13:42.3,0.000131141,-0.00000956,-0.000368687,-0.001096494
13:43.3,0.000144726,-0.0000243,-0.000365819,-0.001088949
