case,panel,series,x,y,x_unit,y_unit,source_file,downsample_factor,interpolation_method,label
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.637569,6130.185184,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.661880,6143.592259,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.686190,6156.599522,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.710501,6169.217163,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.734812,6181.455223,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.759123,6193.323587,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.783434,6204.831981,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.807744,6215.989968,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.832055,6226.806942,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.856366,6237.292127,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.880677,6247.454577,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.904987,6257.303168,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.929298,6266.846601,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.953609,6276.093399,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,10.977920,6285.051909,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.002231,6293.730297,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.026541,6302.136553,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.050852,6310.278486,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.075163,6318.163731,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.099474,6325.799745,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.123784,6333.193808,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.148095,6340.353028,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.172406,6347.284341,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.196717,6353.994509,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.221028,6360.490130,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.245338,6366.777631,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.269649,6372.863276,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.293960,6378.753168,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.318271,6384.453249,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.342581,6389.969304,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.366892,6395.306963,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.391203,6400.471705,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.415514,6405.468859,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.439825,6410.303607,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.464135,6414.980990,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.488446,6419.505906,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.512757,6423.883115,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.537068,6428.117244,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.561378,6432.212786,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.585689,6436.174107,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Logistic_baseline,11.610000,6440.005444,h,voxels,,,,
S2,Logistic_Lmax_right_axis,Observed_Lmax,1.910000,0,h,voxels,Gridder64s2105540log.csv,,,
S2,Logistic_Lmax_right_axis,Observed_Lmax,3.000000,13,h,voxels,Gridder63s2120054log.csv,,,
S2,Logistic_Lmax_right_axis,Observed_Lmax,6.210000,171,h,voxels,Gridder62s2151308log.csv,,,
S2,Logistic_Lmax_right_axis,Observed_Lmax,9.100000,4066,h,voxels,Gridder60s2180637log.csv,,,
S2,Logistic_Lmax_right_axis,Observed_Lmax,11.610000,6440,h,voxels,Gridder61s2203747log.csv,,,
S2,Lmax_relative_error,DSx2 Linear,1.910000,-100.000000,h,percent,Gridder64s2105540log.csv,2,linear,
S2,N_absolute_error,DSx2 Linear,1.910000,0.000000,h,count,Gridder64s2105540log.csv,2,linear,
S2,Lmax_relative_error,DSx2 Linear,3.000000,-7.692308,h,percent,Gridder63s2120054log.csv,2,linear,
S2,N_absolute_error,DSx2 Linear,3.000000,-1.000000,h,count,Gridder63s2120054log.csv,2,linear,
S2,Lmax_relative_error,DSx2 Linear,6.210000,3.508772,h,percent,Gridder62s2151308log.csv,2,linear,
S2,N_absolute_error,DSx2 Linear,6.210000,0.000000,h,count,Gridder62s2151308log.csv,2,linear,
S2,Lmax_relative_error,DSx2 Linear,9.100000,0.073783,h,percent,Gridder60s2180637log.csv,2,linear,
S2,N_absolute_error,DSx2 Linear,9.100000,-1.000000,h,count,Gridder60s2180637log.csv,2,linear,
S2,Lmax_relative_error,DSx2 Linear,11.610000,0.046584,h,percent,Gridder61s2203747log.csv,2,linear,
S2,N_absolute_error,DSx2 Linear,11.610000,-3.000000,h,count,Gridder61s2203747log.csv,2,linear,
S2,Lmax_relative_error,DSx2 Nearest,1.910000,-100.000000,h,percent,Gridder64s2105540log.csv,2,nearest,
S2,N_absolute_error,DSx2 Nearest,1.910000,0.000000,h,count,Gridder64s2105540log.csv,2,nearest,
S2,Lmax_relative_error,DSx2 Nearest,3.000000,-38.461538,h,percent,Gridder63s2120054log.csv,2,nearest,
S2,N_absolute_error,DSx2 Nearest,3.000000,-1.000000,h,count,Gridder63s2120054log.csv,2,nearest,
S2,Lmax_relative_error,DSx2 Nearest,6.210000,-22.807018,h,percent,Gridder62s2151308log.csv,2,nearest,
S2,N_absolute_error,DSx2 Nearest,6.210000,-1.000000,h,count,Gridder62s2151308log.csv,2,nearest,
S2,Lmax_relative_error,DSx2 Nearest,9.100000,-6.689621,h,percent,Gridder60s2180637log.csv,2,nearest,
S2,N_absolute_error,DSx2 Nearest,9.100000,-3.000000,h,count,Gridder60s2180637log.csv,2,nearest,
S2,Lmax_relative_error,DSx2 Nearest,11.610000,-0.962733,h,percent,Gridder61s2203747log.csv,2,nearest,
S2,N_absolute_error,DSx2 Nearest,11.610000,-6.000000,h,count,Gridder61s2203747log.csv,2,nearest,
S2,Lmax_relative_error,DSx4 Linear,1.910000,-100.000000,h,percent,Gridder64s2105540log.csv,4,linear,
S2,N_absolute_error,DSx4 Linear,1.910000,0.000000,h,count,Gridder64s2105540log.csv,4,linear,
S2,Lmax_relative_error,DSx4 Linear,3.000000,15.384615,h,percent,Gridder63s2120054log.csv,4,linear,
S2,N_absolute_error,DSx4 Linear,3.000000,-1.000000,h,count,Gridder63s2120054log.csv,4,linear,
S2,Lmax_relative_error,DSx4 Linear,6.210000,-0.584795,h,percent,Gridder62s2151308log.csv,4,linear,
S2,N_absolute_error,DSx4 Linear,6.210000,-4.000000,h,count,Gridder62s2151308log.csv,4,linear,
S2,Lmax_relative_error,DSx4 Linear,9.100000,-1.967536,h,percent,Gridder60s2180637log.csv,4,linear,
S2,N_absolute_error,DSx4 Linear,9.100000,-3.000000,h,count,Gridder60s2180637log.csv,4,linear,
S2,Lmax_relative_error,DSx4 Linear,11.610000,8.742236,h,percent,Gridder61s2203747log.csv,4,linear,
S2,N_absolute_error,DSx4 Linear,11.610000,-10.000000,h,count,Gridder61s2203747log.csv,4,linear,
S2,Lmax_relative_error,DSx4 Nearest,1.910000,-100.000000,h,percent,Gridder64s2105540log.csv,4,nearest,
S2,N_absolute_error,DSx4 Nearest,1.910000,0.000000,h,count,Gridder64s2105540log.csv,4,nearest,
S2,Lmax_relative_error,DSx4 Nearest,3.000000,107.692308,h,percent,Gridder63s2120054log.csv,4,nearest,
S2,N_absolute_error,DSx4 Nearest,3.000000,-1.000000,h,count,Gridder63s2120054log.csv,4,nearest,
S2,Lmax_relative_error,DSx4 Nearest,6.210000,12.280702,h,percent,Gridder62s2151308log.csv,4,nearest,
S2,N_absolute_error,DSx4 Nearest,6.210000,-4.000000,h,count,Gridder62s2151308log.csv,4,nearest,
S2,Lmax_relative_error,DSx4 Nearest,9.100000,-8.140679,h,percent,Gridder60s2180637log.csv,4,nearest,
S2,N_absolute_error,DSx4 Nearest,9.100000,-4.000000,h,count,Gridder60s2180637log.csv,4,nearest,
S2,Lmax_relative_error,DSx4 Nearest,11.610000,7.127329,h,percent,Gridder61s2203747log.csv,4,nearest,
S2,N_absolute_error,DSx4 Nearest,11.610000,-12.000000,h,count,Gridder61s2203747log.csv,4,nearest,
S2,X_profile_last_snapshot,S2 Original,20.000000,0.71088652,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,23.081633,0.70861001,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,26.163265,0.70734324,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,29.244898,0.70700006,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,32.326531,0.70697914,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,35.408163,0.70661409,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,38.489796,0.70477698,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,41.571429,0.70010533,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,44.653061,0.69299707,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,47.734694,0.68436603,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,50.816327,0.67446058,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,53.897959,0.66384456,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,56.979592,0.65460557,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,60.061224,0.64870325,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,63.142857,0.64418796,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,66.224490,0.64091963,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,69.306122,0.63688229,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,72.387755,0.63049830,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,75.469388,0.62172836,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,78.551020,0.61221697,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,81.632653,0.60744281,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,84.714286,0.60711801,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,87.795918,0.60582271,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,90.877551,0.60808526,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,93.959184,0.61770966,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,97.040816,0.62893479,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,100.122449,0.63832490,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,103.204082,0.63811656,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,106.285714,0.63680375,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,109.367347,0.63329600,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,112.448980,0.62562329,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,115.530612,0.61426890,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,118.612245,0.60278544,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,121.693878,0.59393779,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,124.775510,0.58031126,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,127.857143,0.57990144,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,130.938776,0.57759676,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,134.020408,0.56563390,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,137.102041,0.54248010,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,140.183673,0.51709192,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,143.265306,0.48863432,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,146.346939,0.47468566,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,149.428571,0.48366271,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,152.510204,0.52427174,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,155.591837,0.58523711,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,158.673469,0.62637831,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,161.755102,0.63638917,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,164.836735,0.66212561,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,167.918367,0.70966287,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,S2 Original,171.000000,0.74517669,cm,mean_damage_intensity,Gridder61s2203747log.csv,1,original,
S2,X_profile_last_snapshot,DSx2 Linear,20.000000,0.71111350,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,23.081633,0.70920721,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,26.163265,0.70730093,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,29.244898,0.70711290,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,32.326531,0.70692488,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,35.408163,0.70598383,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,38.489796,0.70504279,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,41.571429,0.69911027,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,44.653061,0.69317776,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,47.734694,0.68391580,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,50.816327,0.67465384,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,53.897959,0.66502014,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,56.979592,0.65538644,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,60.061224,0.65017187,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,63.142857,0.64495729,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,66.224490,0.64095351,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,69.306122,0.63694973,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,72.387755,0.62914928,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,75.469388,0.62134883,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,78.551020,0.61408132,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,81.632653,0.60681382,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,84.714286,0.60617107,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,87.795918,0.60552832,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,90.877551,0.61154437,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,93.959184,0.61756042,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,97.040816,0.62794429,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,100.122449,0.63832816,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,103.204082,0.61570673,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,106.285714,0.62785057,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,109.367347,0.60776766,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,112.448980,0.61547890,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,115.530612,0.58778065,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,118.612245,0.59087786,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,121.693878,0.56512808,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,124.775510,0.58026120,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,127.857143,0.55922538,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,130.938776,0.57741304,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,134.020408,0.53905081,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,137.102041,0.54257323,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,140.183673,0.47159070,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,143.265306,0.47553584,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,146.346939,0.45197396,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,149.428571,0.46843515,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,152.510204,0.48090736,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,155.591837,0.55901434,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,158.673469,0.52402247,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,161.755102,0.59255205,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,164.836735,0.56031680,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,167.918367,0.70834238,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Linear,171.000000,0.76119507,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,linear,
S2,X_profile_last_snapshot,DSx2 Nearest,20.000000,0.70934755,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,23.081633,0.70934755,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,26.163265,0.70568522,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,29.244898,0.70497368,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,32.326531,0.70497368,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,35.408163,0.70497368,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,38.489796,0.70254571,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,41.571429,0.68975995,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,44.653061,0.68975995,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,47.734694,0.68975995,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,50.816327,0.66983538,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,53.897959,0.66983538,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,56.979592,0.64797863,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,60.061224,0.64797863,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,63.142857,0.63784657,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,66.224490,0.63784657,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,69.306122,0.63325595,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,72.387755,0.63325595,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,75.469388,0.62031206,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,78.551020,0.62031206,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,81.632653,0.60721414,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,84.714286,0.60419957,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,87.795918,0.60419957,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,90.877551,0.61545930,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,93.959184,0.61545930,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,97.040816,0.63584204,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,100.122449,0.63584204,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,103.204082,0.62727242,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,106.285714,0.63414040,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,109.367347,0.59457367,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,112.448980,0.62288670,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,115.530612,0.61159264,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,118.612245,0.60060681,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,121.693878,0.58520648,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,124.775510,0.57891197,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,127.857143,0.56355617,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,130.938776,0.57419526,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,134.020408,0.52640157,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,137.102041,0.54013085,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
S2,X_profile_last_snapshot,DSx2 Nearest,140.183673,0.52824921,cm,mean_damage_intensity,Gridder61s2203747log.csv,2,nearest,
